"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","--- WORK_DTTM"
"8789","신흥로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.141"
"8790","신흥로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.141"
"8791","신흥로25가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8792","신흥로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8793","신흥로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8794","신흥로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8795","신흥로29가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8796","신흥로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8797","신흥로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8798","신흥로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8799","신흥로32길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8800","신흥로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.146"
"8801","신흥로36가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8802","신흥로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8803","신흥로3가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8804","신흥로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8805","신흥로3나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8806","신흥로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8807","신흥로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8808","신흥로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8809","신흥말길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8810","신흥안길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.151"
"8811","쌍문~도봉선","일반도로","보조간선도로","중로2류","폭15-20m","2026-03-01 11:18:07.156"
"8812","쑥고개로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8813","쑥고개로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8814","쑥고개로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8815","쑥고개로16길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.156"
"8816","쑥고개로1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8817","쑥고개로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8818","쑥고개로1나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8819","쑥고개로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.156"
"8820","쑥고개로22길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.156"
"8821","쑥고개로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8822","쑥고개로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8823","쑥고개로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8824","쑥고개로2가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8825","쑥고개로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8826","쑥고개로2나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8827","쑥고개로2다길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.161"
"8828","쑥고개로2라길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.161"
"8829","쑥고개로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.161"
"8830","쑥고개로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.162"
"8831","아리랑로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.166"
"8832","아리랑로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8833","아리랑로16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.167"
"8834","아리랑로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8835","아리랑로19가길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.167"
"8836","아리랑로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8837","아리랑로19나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.167"
"8838","아리랑로19다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8839","아리랑로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8840","아리랑로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.167"
"8841","아리랑로4가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.171"
"8842","아리랑로4길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.171"
"8843","아리랑로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8844","아리랑로5다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8845","아리랑로6가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8846","아리랑로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8847","아리랑로6나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8848","아리랑로6다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8849","아리랑로7길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.172"
"8850","아리수로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.172"
"8851","아리수로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8852","아리수로25가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8853","아리수로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8854","아리수로25나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8855","아리수로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8856","아리수로46길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.176"
"8857","아리수로50길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.176"
"8858","아리수로61길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.176"
"8859","아리수로62길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.176"
"8860","아리수로64길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.176"
"8861","아리수로65길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.181"
"8862","아리수로66길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.181"
"8863","아리수로68길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.181"
"8864","아리수로72길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.181"
"8865","아리수로74길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.181"
"8866","아리수로76길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.181"
"8867","아리수로78길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.181"
"8868","아리수로82길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.182"
"8869","아리수로84길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.182"
"8870","아리수로87가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.182"
"8871","아리수로87길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.187"
"8872","아리수로91길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.187"
"8873","아리수로93가길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.187"
"8874","아리수로93길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.187"
"8875","아리수로93나길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.187"
"8876","아리수로93다길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.187"
"8877","아리수로94길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.187"
"8878","아리수로97길","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:07.187"
"8879","아리수로98길","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:07.187"
"8880","아차산로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.187"
"8881","아차산로11가길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.192"
"8882","아차산로11길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.192"
"8883","아차산로13길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.192"
"8884","아차산로15길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.192"
"8885","아차산로17길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.192"
"8886","아차산로1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.192"
"8887","아차산로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.192"
"8888","아차산로21길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.192"
"8889","아차산로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.192"
"8890","아차산로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.192"
"8891","아차산로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8892","아차산로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8893","아차산로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8894","아차산로27길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8895","아차산로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8896","아차산로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8897","아차산로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8898","아차산로31길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8899","아차산로32길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8900","아차산로33길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.197"
"8901","아차산로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.202"
"8902","아차산로36길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.202"
"8903","아차산로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.202"
"8904","아차산로39가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8905","아차산로39길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8906","아차산로3길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.203"
"8907","아차산로40길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8908","아차산로41가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8909","아차산로41길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8910","아차산로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.203"
"8911","아차산로44가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8912","아차산로44길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8913","아차산로45길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.208"
"8914","아차산로46가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8915","아차산로46길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8916","아차산로46나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8917","아차산로49길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8918","아차산로51길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8919","아차산로53길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8920","아차산로55길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.208"
"8921","아차산로57길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.212"
"8922","아차산로58가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8923","아차산로58길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.213"
"8924","아차산로58나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8925","아차산로59길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8926","아차산로5길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.213"
"8927","아차산로60길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8928","아차산로61길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8929","아차산로62길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.213"
"8930","아차산로63길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.213"
"8931","아차산로65길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.217"
"8932","아차산로66길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.217"
"8933","아차산로69길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.217"
"8934","아차산로70길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.217"
"8935","아차산로73길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.217"
"8936","아차산로75길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.217"
"8937","아차산로76가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.217"
"8938","아차산로76길","일반도로","국지도로","중로1류","폭20-25m","2026-03-01 11:18:07.217"
"8939","아차산로78가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.217"
"8940","아차산로78길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.217"
"8941","아차산로7가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.222"
"8942","아차산로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.222"
"8943","아차산로7나길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.222"
"8944","아차산로9길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.222"
"8945","안곡로194번길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.222"
"8946","안골1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.222"
"8947","안골2길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.222"
"8948","안골3길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.222"
"8949","안골4길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.222"
"8950","안골길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.222"
"8951","안암로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.226"
"8952","안암로12길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.226"
"8953","안암로14길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.226"
"8954","안암로16길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.226"
"8955","안암로18가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.226"
"8956","안암로18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.226"
"8957","안암로1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.226"
"8958","안암로20가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.227"
"8959","안암로20길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.227"
"8960","안암로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.227"
"8961","안암로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8962","안암로26길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8963","안암로3길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.231"
"8964","안암로4길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.231"
"8965","안암로5길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.231"
"8966","안암로6가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8967","안암로6길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8968","안암로7길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.231"
"8969","안암로9가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8970","안암로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.231"
"8971","안암로9나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8972","안양천로","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.236"
"8973","안양천로537가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8974","안양천로537나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8975","안양천로539길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.236"
"8976","알마타길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.236"
"8977","암사11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8978","암사13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8979","암사18길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.236"
"8980","암사19길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.236"
"8981","암사1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.241"
"8982","암사1길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.241"
"8983","암사5길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.241"
"8984","암사~강일선","일반도로","보조간선도로","대로2류","폭30-35m","2026-03-01 11:18:07.241"
"8985","암사~상일선","일반도로","보조간선도로","대로2류","폭30-35m","2026-03-01 11:18:07.241"
"8986","암사길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.241"
"8987","압구정로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.241"
"8988","압구정로10길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.241"
"8989","압구정로11길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.241"
"8990","압구정로14길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.241"
"8991","압구정로18길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.246"
"8992","압구정로20길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.246"
"8993","압구정로22길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.246"
"8994","압구정로28길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.246"
"8995","압구정로29길","일반도로","국지도로","대로3류","폭25-30m","2026-03-01 11:18:07.246"
"8996","압구정로2길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.246"
"8997","압구정로30길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.246"
"8998","압구정로32길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.246"
"8999","압구정로33길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.246"
"9000","압구정로34길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.246"
"9001","압구정로36길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.251"
"9002","압구정로38길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9003","압구정로39길","일반도로","국지도로","중로2류","폭15-20m","2026-03-01 11:18:07.251"
"9004","압구정로42길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9005","압구정로46길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.251"
"9006","압구정로48길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9007","압구정로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9008","압구정로50길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.251"
"9009","압구정로54길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9010","압구정로56길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.251"
"9011","압구정로60길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.256"
"9012","압구정로61길","일반도로","국지도로","소로1류","폭10-12m","2026-03-01 11:18:07.256"
"9013","압구정로62길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.256"
"9014","압구정로71길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.256"
"9015","압구정로72길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.256"
"9016","압구정로73길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.256"
"9017","압구정로75길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.256"
"9018","압구정로77길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.256"
"9019","압구정로79길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.256"
"9020","압구정로80길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.256"
"9021","압구정로8길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.261"
"9022","약령동길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9023","약령서1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9024","약령서길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9025","약령시로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.261"
"9026","약령시로11길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9027","약령시로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9028","약령시로14길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.261"
"9029","약령시로15길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9030","약령시로17길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.261"
"9031","약령시로19길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9032","약령시로21가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9033","약령시로21길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.266"
"9034","약령시로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9035","약령시로3길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9036","약령시로5길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9037","약령시로7길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9038","약령시로9길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9039","약령중앙로","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.266"
"9040","약령중앙로10길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.266"
"9041","약령중앙로12길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9042","약령중앙로13길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9043","약령중앙로2길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.271"
"9044","약령중앙로4길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9045","약령중앙로6길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.271"
"9046","약령중앙로8길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9047","약수암1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9048","약수암길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9049","양녕로","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.271"
"9050","양녕로10길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.271"
"9051","양녕로16길","일반도로","국지도로","소로2류","폭8-10m","2026-03-01 11:18:07.276"
"9052","양녕로1가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9053","양녕로1길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9054","양녕로20길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.276"
"9055","양녕로22가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9056","양녕로22길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9057","양녕로22나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9058","양녕로22다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9059","양녕로22라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9060","양녕로22마길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.276"
"9061","양녕로22바길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9062","양녕로23길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9063","양녕로24길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9064","양녕로25가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9065","양녕로25길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9066","양녕로25나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9067","양녕로25다길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9068","양녕로25라길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9069","양녕로25마길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9070","양녕로25바길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.281"
"9071","양녕로25사길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9072","양녕로26가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9073","양녕로26길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.286"
"9074","양녕로26나길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9075","양녕로27가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9076","양녕로27길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.286"
"9077","양녕로27나길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.286"
"9078","양녕로28길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9079","양녕로29길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9080","양녕로2가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.286"
"9081","양녕로2길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.291"
"9082","양녕로30길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.291"
"9083","양녕로36길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.291"
"9084","양녕로38길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.291"
"9085","양녕로5길","일반도로","국지도로","소로3류","폭6-8m","2026-03-01 11:18:07.291"
"9086","양녕로6가길","일반도로","국지도로","소로","6m미만","2026-03-01 11:18:07.291"
